,periodo,norm_diff,norm_diff_prom,El Niño,La Niña
834,1998-07,0.4531280607135369,0.01883271452257958,0,0
835,1998-08,0.12852443572883393,0.10056526800604888,0,0
836,1998-09,0.035693856216645774,0.10818232119735044,0,0
837,1998-10,0.007240277909240868,0.18105695441561573,0,0
838,1998-11,-0.2574066052512508,0.024271147940294214,0,0
839,1998-12,0.6369783709291172,0.1673597327076873,0,0
840,1999-01,0.6803247270036422,0.20522584375603822,0,0
841,1999-02,1.2015675632356995,0.3840663650071825,0,1
842,1999-03,0.11532012805918306,0.397337410314272,0,1
843,1999-04,-0.02560381738814053,0.39186339443137513,0,1
844,1999-05,-0.6076282603119825,0.3334931185879199,0,0
845,1999-06,0.49167927749316837,0.3092766030152617,0,0
846,1999-07,-0.35015291746013133,0.13753032893796613,0,0
847,1999-08,0.40347600900078573,0.004515069898813812,0,0
848,1999-09,1.2168993599101252,0.1881116085406375,0,0
849,1999-10,0.659760101294454,0.30233892832106996,0,0
850,1999-11,0.07936427638408411,0.41683768443708097,0,1
851,1999-12,0.36168328394276444,0.39517168551201376,0,1
852,2000-01,0.4463266140661964,0.5279182740997349,0,1
853,2000-02,0.6602689258921075,0.570717093581622,0,1
854,2000-03,0.4665566527867086,0.44565997572771915,0,1
855,2000-04,-0.5772693098974242,0.23948840719573947,0,0
856,2000-05,-0.09740393993001911,0.2100270378100556,0,0
857,2000-06,0.2115209403548456,0.18499998054540245,0,0
858,2000-07,0.3065386534570311,0.1617019871105416,0,0
859,2000-08,0.1608055340093518,0.07845808846341563,0,0
860,2000-09,0.9859102797689824,0.16501702629379458,0,0
861,2000-10,-0.17485034839163605,0.23208685321142597,0,0
862,2000-11,-0.3879808397847453,0.18365736990230494,0,0
863,2000-12,-0.2634390176002497,0.10449737690978907,0,0
864,2001-01,-0.6902379124252525,-0.06163205073725819,0,0
865,2001-02,-0.12609421967159465,-0.10944867635074927,0,0
866,2001-03,0.005480608526589182,-0.27285362155781484,0,0
867,2001-04,-1.5090431853987778,-0.49521909439233847,-1,0
868,2001-05,-0.26330564806460227,-0.4744398957723146,-1,0
869,2001-06,-0.4695797377658332,-0.5087966824665785,-1,0
870,2001-07,-0.36251432328818806,-0.45417608427706774,-1,0
871,2001-08,-0.4513513282709225,-0.5083856023769558,-1,0
872,2001-09,0.42702058908383883,-0.4381289389507475,-1,0
873,2001-10,-0.5057650856013604,-0.2709159223178446,0,0
874,2001-11,-0.39461799301502093,-0.29280131314291435,0,0
875,2001-12,0.2945636263270335,-0.16544408579410322,0,0
876,2002-01,-0.6575544948730138,-0.21461744772490754,0,0
877,2002-02,-0.5727566534627581,-0.23485166859021347,0,0
878,2002-03,0.1697814377616839,-0.27772486047723927,0,0
879,2002-04,0.3346435209454794,-0.13765675938609934,0,0
880,2002-05,0.014508886626432344,-0.06946894611252379,0,0
881,2002-06,0.3369071009815209,-0.06241170033677588,0,0
882,2002-07,-0.08179290175502332,0.03354856518288917,0,0
883,2002-08,-0.08799201908649151,0.11434267091226695,0,0
884,2002-09,-0.14567849038059047,0.061766016221887876,0,0
885,2002-10,-0.4191446558177134,-0.06386534657197758,0,0
886,2002-11,-0.8825474832559237,-0.21337474155237027,0,0
887,2002-12,-0.1882888027887535,-0.30090739218074936,0,0
888,2003-01,-1.0273901209594936,-0.45850692871482773,-1,0
889,2003-02,-0.2575374944964034,-0.4867645079498131,-1,0
890,2003-03,-0.29978099016532933,-0.5124482579139361,-1,0
891,2003-04,-0.21743236353077847,-0.4788295425327804,-1,0
892,2003-05,-1.1822597675687039,-0.5287815899182436,-1,0
893,2003-06,-1.5078292016254868,-0.7487049897243659,-1,0
894,2003-07,-0.7006739495642971,-0.6942522944918332,-1,0
895,2003-08,-0.7075714952109531,-0.7692579612775915,-1,0
896,2003-09,-0.3527151136703905,-0.7780803151951017,-1,0
897,2003-10,-0.25386752645571464,-0.7841528423492576,-1,0
898,2003-11,-0.4578609190635418,-0.6634197009317307,-1,0
899,2003-12,-0.35506696298809864,-0.47129266115883267,-1,0
900,2004-01,-0.13572078343688523,-0.3771338001375974,-1,0
901,2004-02,0.040898108450811495,-0.25238886619396994,0,0
902,2004-03,-0.47644147122686,-0.27300992578671485,0,0
903,2004-04,0.19551426366657457,-0.1981129607663333,0,0
904,2004-05,0.21765724983085089,-0.08552659928393452,0,0
905,2004-06,-0.2192496426371781,-0.06289037922544777,0,0
906,2004-07,-0.08431616965963323,-0.05432294359590576,0,0
907,2004-08,-0.5789490395717488,-0.1576308015996658,0,0
908,2004-09,0.0643429779666419,-0.0675000600674155,0,0
909,2004-10,-0.011159165083293364,-0.10194563152572683,0,0
910,2004-11,-0.17101761711874738,-0.16672477601732652,0,0
911,2004-12,-0.5112801249275969,-0.21539652306572968,0,0
912,2005-01,-0.2466909792555902,-0.24245899133172247,0,0
913,2005-02,-0.39909854283009993,-0.2124839085414477,0,0
914,2005-03,-0.8961865528900494,-0.3725721636842296,-1,0
915,2005-04,-0.48350018059441324,-0.45129566626941625,-1,0
916,2005-05,0.32901182246429195,-0.36795742633890965,-1,0
917,2005-06,-0.5156076791592139,-0.3686786853775125,-1,0
918,2005-07,-0.2722407261143178,-0.3729369765206338,-1,0
919,2005-08,-0.33182878941825117,-0.36172535095199226,-1,0
920,2005-09,-0.1454419874830759,-0.23660125671749674,0,0
921,2005-10,-0.02346332059686303,-0.15992844671790502,0,0
922,2005-11,-0.20558689714406714,-0.24902823331929816,0,0
923,2005-12,-0.3846392586757228,-0.22720016323871636,0,0
924,2006-01,0.27879317880859383,-0.13536117908489775,0,0
925,2006-02,-0.6299115495477864,-0.18504163910648694,0,0
926,2006-03,0.6361840888545697,-0.054770626383545996,0,0
927,2006-04,0.6670185470431935,0.06030968488979676,0,0
928,2006-05,0.47608125193664314,0.17392104306991515,0,0
929,2006-06,0.6386277606097418,0.34446554628415926,0,0
930,2006-07,-0.8008420543649419,0.16452634075523662,0,0
931,2006-08,-0.568794234577916,0.17471255991688164,0,0
932,2006-09,-0.47994577893063195,-0.011309084713985285,0,0
933,2006-10,0.1970586058330786,-0.08963574158233778,0,0
934,2006-11,0.004983990233030883,-0.16815195186627316,0,0
935,2006-12,-0.0789435593236916,-0.28774717185517873,0,0
